loaded tokenizer from checkpoints/002-rope/tokenizer.json
step 211 train_loss 4.7061
step 212 train_loss 4.6625
step 213 train_loss 4.5922
step 214 train_loss 4.6462
step 215 train_loss 4.6845
step 216 train_loss 4.6191
step 217 train_loss 4.6292
step 218 train_loss 4.6337
step 219 train_loss 4.6593
step 220 train_loss 4.6421
step 221 train_loss 4.6457
step 222 train_loss 4.6365
step 223 train_loss 4.6348
step 224 train_loss 4.6605
step 225 train_loss 4.5882
step 226 train_loss 4.5976
step 227 train_loss 4.5724
step 228 train_loss 4.7074
step 229 train_loss 4.5923
step 230 train_loss 4.6047
step 231 train_loss 4.5795
step 232 train_loss 4.6050
step 233 train_loss 4.6280
step 234 train_loss 4.6234
step 235 train_loss 4.6142
step 236 train_loss 4.6085
step 237 train_loss 4.5722
step 238 train_loss 4.5976
step 239 train_loss 4.6379
step 240 train_loss 4.5874
step 241 train_loss 4.6039
step 242 train_loss 4.5723
step 243 train_loss 4.5695
step 244 train_loss 4.6128
step 245 train_loss 4.5290
step 246 train_loss 4.6084
step 247 train_loss 4.6105
step 248 train_loss 4.5911
step 249 train_loss 4.6058
step 250 train_loss 4.5972 val_loss 4.8156 expert_frac [0.51, 0.48, 0.51, 0.50] aux 8.0043
step 251 train_loss 4.6001
step 252 train_loss 4.6250
step 253 train_loss 4.5762
step 254 train_loss 4.6039
step 255 train_loss 4.5298
step 256 train_loss 4.5300
step 257 train_loss 4.5124
step 258 train_loss 4.5688
step 259 train_loss 4.5451
step 260 train_loss 4.5008
step 261 train_loss 4.5458
step 262 train_loss 4.5109
step 263 train_loss 4.5740
step 264 train_loss 4.5219
step 265 train_loss 4.5735
step 266 train_loss 4.5483
step 267 train_loss 4.5343
step 268 train_loss 4.4573
step 269 train_loss 4.5125
step 270 train_loss 4.4855
step 271 train_loss 4.5123
step 272 train_loss 4.5449
step 273 train_loss 4.4966
step 274 train_loss 4.4859
step 275 train_loss 4.5145
step 276 train_loss 4.5195
step 277 train_loss 4.4963
step 278 train_loss 4.5016
step 279 train_loss 4.4870
step 280 train_loss 4.4863
step 281 train_loss 4.4943
step 282 train_loss 4.4551
step 283 train_loss 4.4787
step 284 train_loss 4.4976
step 285 train_loss 4.4487
step 286 train_loss 4.4276
step 287 train_loss 4.4904
step 288 train_loss 4.5160
step 289 train_loss 4.4760
step 290 train_loss 4.4862
step 291 train_loss 4.4875
step 292 train_loss 4.4236
step 293 train_loss 4.5022
step 294 train_loss 4.5131
step 295 train_loss 4.4798
step 296 train_loss 4.4162
step 297 train_loss 4.4660
step 298 train_loss 4.3862
step 299 train_loss 4.4452
step 300 train_loss 4.4150 val_loss 4.6704 expert_frac [0.50, 0.49, 0.51, 0.49] aux 7.9945
step 301 train_loss 4.3634
step 302 train_loss 4.4469
step 303 train_loss 4.4430
step 304 train_loss 4.4527
step 305 train_loss 4.4138
step 306 train_loss 4.4259
step 307 train_loss 4.4917
step 308 train_loss 4.4142
step 309 train_loss 4.4740
step 310 train_loss 4.4771
step 311 train_loss 4.4140
step 312 train_loss 4.4556
step 313 train_loss 4.4099
step 314 train_loss 4.4118
step 315 train_loss 4.4337
step 316 train_loss 4.4005
step 317 train_loss 4.4486
step 318 train_loss 4.3551
step 319 train_loss 4.3942
step 320 train_loss 4.3405
step 321 train_loss 4.3848
step 322 train_loss 4.3890
step 323 train_loss 4.3662
step 324 train_loss 4.4085
step 325 train_loss 4.3670
step 326 train_loss 4.3821
step 327 train_loss 4.3809
step 328 train_loss 4.4116
step 329 train_loss 4.3676
step 330 train_loss 4.3569
step 331 train_loss 4.3600
step 332 train_loss 4.3446
step 333 train_loss 4.3765
step 334 train_loss 4.3723
step 335 train_loss 4.3782
step 336 train_loss 4.3942
step 337 train_loss 4.3548
step 338 train_loss 4.3997
step 339 train_loss 4.3666
step 340 train_loss 4.3338
step 341 train_loss 4.3600
step 342 train_loss 4.4017
step 343 train_loss 4.3554
step 344 train_loss 4.4051
step 345 train_loss 4.3746
step 346 train_loss 4.3877
step 347 train_loss 4.3193
step 348 train_loss 4.3190
step 349 train_loss 4.3261
step 350 train_loss 4.3426 val_loss 4.5406 expert_frac [0.51, 0.50, 0.50, 0.49] aux 8.0009
step 351 train_loss 4.3536
step 352 train_loss 4.3821
step 353 train_loss 4.3236
step 354 train_loss 4.3906
step 355 train_loss 4.3814
step 356 train_loss 4.2987
step 357 train_loss 4.3258
step 358 train_loss 4.3412
step 359 train_loss 4.2808
step 360 train_loss 4.3241
step 361 train_loss 4.3135
step 362 train_loss 4.3610
step 363 train_loss 4.3393
step 364 train_loss 4.3274
step 365 train_loss 4.3075
step 366 train_loss 4.2991
step 367 train_loss 4.2970
step 368 train_loss 4.2897
step 369 train_loss 4.3015
step 370 train_loss 4.3203
step 371 train_loss 4.3606
step 372 train_loss 4.3225
step 373 train_loss 4.3581
step 374 train_loss 4.3367
step 375 train_loss 4.3518
step 376 train_loss 4.3556
step 377 train_loss 4.2863
step 378 train_loss 4.3341
step 379 train_loss 4.2812
step 380 train_loss 4.3020
step 381 train_loss 4.3485
step 382 train_loss 4.2887
step 383 train_loss 4.3206
step 384 train_loss 4.2845
step 385 train_loss 4.2916
step 386 train_loss 4.3607
step 387 train_loss 4.2626
step 388 train_loss 4.3055
step 389 train_loss 4.2390
step 390 train_loss 4.2650
step 391 train_loss 4.3223
step 392 train_loss 4.2729
step 393 train_loss 4.2142
step 394 train_loss 4.3080
step 395 train_loss 4.1957
step 396 train_loss 4.2928
step 397 train_loss 4.2699
step 398 train_loss 4.2674
step 399 train_loss 4.2629
step 400 train_loss 4.2465 val_loss 4.5419 expert_frac [0.51, 0.50, 0.50, 0.50] aux 7.9980
step 401 train_loss 4.2193
step 402 train_loss 4.2851
step 403 train_loss 4.2760
step 404 train_loss 4.2697
step 405 train_loss 4.2979
step 406 train_loss 4.2430
step 407 train_loss 4.2754
step 408 train_loss 4.3184
step 409 train_loss 4.3086
step 410 train_loss 4.2449
step 411 train_loss 4.2534
step 412 train_loss 4.2566
step 413 train_loss 4.2041
step 414 train_loss 4.2734
step 415 train_loss 4.2494
step 416 train_loss 4.2556
step 417 train_loss 4.2953
step 418 train_loss 4.2774
step 419 train_loss 4.2946
step 420 train_loss 4.2309
step 421 train_loss 4.2430
step 422 train_loss 4.2226
step 423 train_loss 4.2641
step 424 train_loss 4.2230
step 425 train_loss 4.2216
step 426 train_loss 4.1676
step 427 train_loss 4.2020
step 428 train_loss 4.1766
step 429 train_loss 4.1883
step 430 train_loss 4.2244
step 431 train_loss 4.2638
step 432 train_loss 4.2207
step 433 train_loss 4.2239
step 434 train_loss 4.2279
step 435 train_loss 4.2223
step 436 train_loss 4.2068
step 437 train_loss 4.2338
step 438 train_loss 4.2311
step 439 train_loss 4.2345
step 440 train_loss 4.2129
step 441 train_loss 4.1662
step 442 train_loss 4.2535
step 443 train_loss 4.1658
step 444 train_loss 4.1379
step 445 train_loss 4.1811
step 446 train_loss 4.2052
step 447 train_loss 4.1830
step 448 train_loss 4.1535
step 449 train_loss 4.1495
step 450 train_loss 4.1596 val_loss 4.4097 expert_frac [0.50, 0.50, 0.49, 0.50] aux 8.0097
step 451 train_loss 4.2040
step 452 train_loss 4.2121
step 453 train_loss 4.1666
step 454 train_loss 4.1347
step 455 train_loss 4.1934
step 456 train_loss 4.1972
step 457 train_loss 4.1226
step 458 train_loss 4.1927
step 459 train_loss 4.1779
step 460 train_loss 4.1269
step 461 train_loss 4.1860
step 462 train_loss 4.1750
step 463 train_loss 4.2134
step 464 train_loss 4.1674
step 465 train_loss 4.1556
step 466 train_loss 4.1871
step 467 train_loss 4.1771
step 468 train_loss 4.1402
step 469 train_loss 4.1314
step 470 train_loss 4.1482
step 471 train_loss 4.2067
step 472 train_loss 4.1415
step 473 train_loss 4.1498
step 474 train_loss 4.1588
step 475 train_loss 4.1537
step 476 train_loss 4.1493
step 477 train_loss 4.1322
step 478 train_loss 4.1164
step 479 train_loss 4.1080
step 480 train_loss 4.2007
step 481 train_loss 4.1120
step 482 train_loss 4.0644
step 483 train_loss 4.1386
step 484 train_loss 4.1376
step 485 train_loss 4.1282
step 486 train_loss 4.1054
step 487 train_loss 4.1314
step 488 train_loss 4.1536
step 489 train_loss 4.1431
step 490 train_loss 4.1061
step 491 train_loss 4.1325
step 492 train_loss 4.1444
step 493 train_loss 4.1755
step 494 train_loss 4.0725
step 495 train_loss 4.1418
step 496 train_loss 4.1119
step 497 train_loss 4.1649
step 498 train_loss 4.1058
step 499 train_loss 4.1478
step 500 train_loss 4.0671 val_loss 4.3670 expert_frac [0.51, 0.50, 0.50, 0.49] aux 7.9983
step 501 train_loss 4.1617
step 502 train_loss 4.1744
step 503 train_loss 4.0759
step 504 train_loss 4.1132
step 505 train_loss 4.0999
step 506 train_loss 4.1367
step 507 train_loss 4.1014
step 508 train_loss 4.0326
step 509 train_loss 4.0986
step 510 train_loss 4.0679
step 511 train_loss 4.1409
step 512 train_loss 4.1074
step 513 train_loss 4.0783
step 514 train_loss 4.0688
step 515 train_loss 4.0974
step 516 train_loss 4.0440
step 517 train_loss 4.0447
step 518 train_loss 4.0637
step 519 train_loss 4.0376
step 520 train_loss 4.0889
step 521 train_loss 4.0936
step 522 train_loss 4.0005
step 523 train_loss 4.1128
step 524 train_loss 4.0808
step 525 train_loss 4.0163
step 526 train_loss 4.0431
step 527 train_loss 4.0569
step 528 train_loss 4.0219
step 529 train_loss 4.0803
step 530 train_loss 4.0348
step 531 train_loss 4.0343
step 532 train_loss 4.0745
step 533 train_loss 3.9991
step 534 train_loss 4.0459
step 535 train_loss 4.1069
step 536 train_loss 4.0353
step 537 train_loss 4.1114
step 538 train_loss 4.0538
step 539 train_loss 4.0315
step 540 train_loss 4.0903
step 541 train_loss 3.9759
step 542 train_loss 4.0879
step 543 train_loss 3.9866
step 544 train_loss 3.9103
step 545 train_loss 4.0704
step 546 train_loss 4.0616
step 547 train_loss 4.0500
step 548 train_loss 4.0264
step 549 train_loss 3.9959
step 550 train_loss 3.9876 val_loss 4.3291 expert_frac [0.49, 0.50, 0.52, 0.50] aux 8.0311
step 551 train_loss 3.9987
